391.75,297.938
21.5,299.375
55.286,299.071
127.062,299.75
236,299.278
276.143,298.786
321.088,299.618
434.912,299.618
594.833,299.889
202.7,300.7
443.889,300.278
168.038,300.654
409.342,301.658
158.441,302.676
452,302
515.853,302.088
181.286,303.071
638.7,303
41.562,304.312
309.382,303.912
480.9,303.9
621.382,304.324
74.658,305.342
424.233,305.167
61.382,306.088
96.033,306.233
121.786,306
296.265,306.265
357.6,306.55
334.3,306.5
344.233,307.167
441.75,307.45
17.125,309.25
108.912,309.382
172.562,309.25
228,309
402.562,309.25
529.912,309.382
560.5,308.5
503.278,310
198.962,311.192
371.658,311.342
464.346,310.962
603.147,311.441
639,312.5
85.889,312.389
126,312.214
209.9,311.9
256.367,312.033
486.441,312.676
631.875,312.625
45.45,313.6
331.1,312.5
569.375,313.375
156.971,314.618
176.833,316.233
288,315.786
419.147,316.029
470.115,315.885
593,316
432.389,317.444
36.033,318.967
225.688,318.812
393.222,319.556
311.1,320.15
327.062,320.125
101.75,321.25
212.088,321.853
344.722,321.444
561.167,321.167
584.875,321.75
2.7,322.7
25.9,321.9
376.5,322.125
409.9,322.55
461.611,322.556
473.433,322.233
636.625,321.375
172.125,323.062
195.889,323.111
235.611,323.444
262,323.278
500.912,323.618
14.125,324.5
112.188,324.375
519.611,324.333
59.688,324.812
134.214,325
609.367,324.967
88.447,326.447
543.5,326
631.654,326.038
71.912,327.382
222.136,326.591
435.912,327.618
531.3,328.433
300.562,329.625
600.033,329.633
327.188,330.875
152.125,331.062
509.357,331.69
287.763,332.237
353.184,333.395
484.633,332.033
40.447,333.658
188.722,333.444
313.833,333.5
417.237,333.868
583.3,333.233
220.688,333.688
131.857,334.643
256.658,335.553
79.147,336.029
112.029,336.147
382.441,336.676
547.125,336.375
177.938,337.5
446.367,336.967
304.618,337.912
365.382,337.912
526.971,338.382
568.34,339.62
102.312,340.625
122.147,340.912
273.618,340.206
396.786,340
476,340.5
600.5,340.071
58.643,341.69
198.389,341.056
71.382,342.088
337,342
506,342.214
15.868,343.711
29.8,343.4
211.667,343.222
244.618,343.382
346.857,343.286
456.188,343.312
514.206,343.618
0.833,344
93.062,344.125
151.833,343.611
143.618,344.912
535.618,344.912
553.447,345.711
616.188,345.312
266.029,347.853
390.375,347.125
414.556,347.722
485.618,346.912
437,349.722
83.618,350.441
184.375,350.188
276,350.818
304.214,350
376.794,350.794
5.9,352.1
151.889,352.167
335.618,352.206
235.395,353.5
349.5,353
427.375,353.125
508.265,353.971
594.912,353.618
400.577,354.192
446.088,355.853
43.382,356.088
366.324,357.147
473.278,356
607.633,356.033
63.6,357.8
487.591,357.455
77.278,358
245.184,359.026
556.967,358.367
574.033,358.367
634.433,358.7
384.625,359.875
220.727,360.682
281.147,360.5
305.853,360.029
31.088,361.618
169.938,361.062
292,362
393.9,362.1
583.633,361.967
599,363.5
12.5,364.333
50,363.786
65.167,364
128.125,365.75
155.357,365.357
230.7,365.033
402,365.278
513.688,365.312
525.342,365.605
77.786,364.929
97.9,366.1
178.853,367.441
260.667,366.5
22.071,368.5
71.062,368.125
108.389,368.333
379.658,368.447
60.111,369.722
140.778,369.556
253.868,369.237
464.206,369.618
558.441,369.559
591.265,369.676
82.147,370.029
266,371.278
279.667,371.667
4.107,372.107
162.955,372.5
609.1,372.1
621,372
570,373.278
354.912,374.147
418.214,374
509.342,374.132
131.324,375.618
310.079,375.395
435.367,374.967
446.125,375.25
562.5,375
235.6,377.45
374.125,377.062
49.667,378.222
190.125,378.75
205.14,379.26
300,378
596.682,377.773
632.167,378.233
24.382,378.912
387.853,380.088
85.605,382.079
119.618,382.441
158.9,382.1
343.875,382.5
413.382,382.088
486.312,382.375
561.9,381.9
503.444,383.278
546.8,382.8
580.367,383.433
74.1,384.1
168.071,384.5
354.7,384.1
441.286,384.286
325.5,385.5
403.971,385.147
517.868,385.237
245.382,386.088
365.239,386.543
426.206,386.382
5.556,387.222
463.711,387.447
101.278,388
494.125,388.75
606.147,388.912
145.938,389.062
217.75,389.25
556,390
254.429,392.286
31.571,392.786
64.7,393.3
471.591,393.409
615.921,393.395
125.382,394.088
349,394.214
165.562,394.812
208.714,394.857
444.214,395
154.367,396.033
289.029,396.853
491.312,396.812
228.079,397.395
272.853,397.441
503.3,398.233
141.816,398.658
369.286,398.286
457.853,398.5
540.1,397.9
630.167,398.417
73.079,399.605
310.091,399.682
409.6,399.45
595.25,399.45
106.75,400.562
161.111,400.667
358.033,400.633
425.556,400.778
351.833,400.333
560.029,401.853
25.395,402.289
251.633,402.033
517.125,402.312
88.423,403.269
179.429,402.643
345.722,403
378.367,403.433
169.389,404.222
263.444,404.722
579.5,404.125
353.534,406.948
45.1,405.9
156.778,406.111
390.611,406.333
528.816,406.974
542.237,407.763
55.441,408.265
455.735,408.441
382.292,409.458
471,408.7
505,409.5
535.5,408.5
285.5,410.5
95.553,411.184
339.553,411.553
362.167,411.5
373.088,411.618
567.794,410.912
612.778,411.611
33.9,412.1
115.056,412.611
399.25,412.125
516.045,413.091
266.367,414.033
309.6,414.55
351.25,414.125
391.583,413.667
490.1,414.1
534.088,415.382
540.9,414.3
579.868,415.289
146.5,416.125
78.5,417.147
171.342,417.342
218.55,417.6
383.7,416.5
67.5,418.125
56.885,419.115
298.167,419.5
326.9,419.433
412.375,419.375
544.167,419.556
233.206,420.735
389.786,420
600.5,420.167
193.559,421.147
523.618,420.912
477.395,421.921
6.233,423.167
40.447,423.553
258.722,423.278
423.65,423.75
180.382,423.912
282.75,424.125
17.1,425.433
104.5,425.147
552.556,425.722
638.167,424.75
27.395,425.921
352.75,426.125
400.382,426.206
488.5,426.125
562.5,426.071
587.45,426.2
153,427.722
62.312,428.312
246,428
506.25,427.938
206.7,429.233
216.912,429.618
342.147,430.029
435.618,430.206
0.944,431.722
82.125,431.5
315.938,431.75
190.5,432.125
230.071,432.5
304.188,432.375
466,432
555.125,432
180.912,433.618
271.147,433.441
328.062,433.75
361.5,433.395
530.147,434.912
114.792,435.75
159.658,435.342
392.143,434.786
39.119,436.452
92,436
135.853,436.029
421,436.214
517.5,436.167
560.382,435.912
597.722,436.556
281.5,437.5
500.611,437.222
550,438
321.75,438.125
577.5,438.125
445.9,440.1
608.25,440.125
2.029,441.676
205.553,441.553
272.5,440.643
347.1,441.433
63.433,442.367
357.324,442.794
248.5,443.147
263.643,442.571
486,443.722
420.1,443.3
457.9,443.9
190.206,445.618
413.382,445.382
199.143,446.786
275.556,446.778
76.853,446.794
127.5,447
294.033,447.633
397.967,446.767
425.658,447.342
438.088,447.382
33.75,448.375
557.9,447.9
582.1,449.1
165.722,450.111
601.778,450.389
363.889,451.111
516.125,451.062
613.071,451.286
263.912,452.382
213.812,452.812
371.885,454.885
4.618,456.088
61.611,456.833
81.853,456.029
108.1,456.1
392.553,457.132
17.553,457.553
93.667,457.333
407.342,457.342
420.55,457.6
509.088,458.794
532.033,458.367
558,458
619.971,458.735
545.667,459.056
170.5,460.167
229.5,460
297.3,458.9
326.312,460.312
356,460
496.55,460.4
595.062,460.125
636.9,459.95
192.618,463.5
211.881,463.31
368.389,463.778
38.857,464.071
101.548,465.69
462.658,465.553
476.346,466.038
517.618,466.029
291.115,467.115
447.5,467.147
10.682,468.545
32,468.214
423.395,467.921
487.286,468.571
614,468
20.25,469.625
315.553,469.553
584.079,469.605
184.5,470.132
201.921,470.974
208.833,470
537.038,470.577
393.062,471.75
403.75,471.25
81.9,471.9
158.15,472.25
253.5,473
547.921,473.395
564.111,474.389
42.167,474.367
65.382,473.912
214.038,474.346
266.143,474.714
382.115,474.115
604.4,474.2
124.5,475.711
521.611,475.667
112,476
175.278,476
307,476.25
369.864,475.409
573.147,476.029
338.75,477.65
435.429,478.5
463.147,477.971
485.441,478.265
23.5,478.864
118.2,478.7
239.5,478.654
88,479
195,479
283.786,478.929
355.722,478.944
532,479
