3.029,1.324
173.214,0.929
235,1
275,0.833
330.667,1.333
477.067,3.033
519.7,0.9
598.955,2.318
607.062,1.812
635.167,1.389
161.375,3
121,5.5
319.967,5.633
420.423,5.269
460.188,5.625
468.024,5.119
559.367,4.967
178.885,5.885
206,5.786
509.5,6.071
589.9,5.9
613.115,5.885
169.333,6.583
409,7
483.864,6.409
537.5,6.929
5.286,8.286
251.269,8.423
285.312,8.188
301.7,7.4
329.208,7.792
99.688,8.812
143,9.214
152.417,8.833
448.417,8.833
234.5,10.333
338.318,9.591
355.136,10.045
605,10
630.346,10.038
266.5,12.071
476.5,13.147
619,13
81.654,14.038
161.423,14.192
327,14.571
492.75,14.167
580.5,14.333
46.389,14.611
180.654,16.038
193.75,15.812
294.192,16.577
523.591,17.136
598.269,17.115
363.25,17.938
233.833,18.767
350.029,19.147
391.192,18.962
55.286,19.929
105.633,20.033
247.864,19.409
305.1,20.2
379.083,19.583
448.038,19.654
553.885,20.115
40.125,21.062
95.567,20.9
119.286,20.857
433.5,20.5
223.286,22.286
457.367,22.967
470.357,23.429
132.1,23.9
171.786,24
496.75,24.167
602.625,23.375
321.071,25.286
194.885,26.115
403.423,26.192
415.9,26.1
426.033,27.633
560.591,26.773
607.667,26.333
626.167,26.75
29.9,28.1
213.654,28.038
340.9,28.1
388.5,28.333
614.885,28.269
246.143,29.286
56.731,30.654
282.885,30.269
570.346,30.038
231.071,31.286
329.071,31.571
546,30.5
2.115,32.115
107.938,32.25
466.167,32.417
595.5,32.125
606.875,33.75
135.812,34.375
164.25,34.125
175.367,34.033
297.583,33.75
476.633,34.033
582.167,34.417
90.269,34.731
204,34.786
257,35
19.833,36.967
403.864,36.409
36.115,39.885
82.643,40.571
127.062,40.125
275.167,40.233
439.722,40
621.1,40.1
395.4,41.3
488.7,41
524.857,41.286
560.967,42.367
290.885,42.885
0.929,43.786
406,44.214
467.9,43.9
589.286,44.286
96.577,45.038
208.731,45.731
300.4,44.8
544.192,45.423
600.5,44.667
632.857,45.286
70.5,45.7
153.786,46
457.9,45.9
625.9,45.7
20.808,46.962
224.5,46.955
251.367,46.967
42,47.786
103.562,48.312
420.1,47.9
511.423,48.192
142.167,48.75
188.038,48.654
324.167,48.75
197.9,49.9
314.433,50.7
373.667,49.5
536,50.214
29.188,51.562
61.75,52.125
622.409,51.864
479.553,53.553
133.269,54.423
338.192,54.577
438.5,54.667
149.9,55.9
397.167,56.233
501.423,56.192
224.033,57.633
272,56.786
543.654,56.962
585,57
163.5,57.5
384.633,58.033
516.625,57.375
447.367,58.967
88.5,60.071
105.429,60.357
208.5,60
467,60.214
599,60
44.233,61.167
285.9,60.8
523.367,60.967
415.5,62.071
614,62
363,63.5
197.864,64.409
351.033,65.633
560.071,65.5
97.346,66.038
337.654,66.038
379.5,65.214
462.038,66.346
633.115,66.269
113.367,66.967
577.25,67.083
104.583,67.917
210.115,67.885
3.038,69.423
76.562,69.625
185,69
217.633,68.967
439.136,68.591
546.143,69.214
131.167,70.233
139.214,70.571
325.382,70.088
401.9,69.9
27.583,70.667
55.611,71.444
246.967,71.367
331.7,70.1
528.167,70.75
236.417,72.833
419.912,73.382
448.967,73.367
584.5,72.955
89.786,74
166.5,74.071
554.75,74.167
392,74.786
18.115,75.885
147.654,76.038
191.553,77.553
334.143,76.786
360.192,77.423
257.786,78
299.786,78
467.278,78
34.1,78.9
74.346,78.577
111.618,79.088
616.033,79.633
227.115,81.115
486.5,80.5
10.714,82.286
49.885,81.885
249.147,82.029
439.786,80.929
204.1,82.9
625.441,83.853
267.25,83.938
427,84
513.786,84
523,84.214
123.088,85.618
143.633,84.967
179.618,84.912
215.654,84.962
636.167,84.389
282,86.214
463.6,85.7
490.167,86.417
604.962,86.808
85.5,87
111.25,88.167
320.95,87.85
339.9,87.9
591.367,88.167
100.433,90.233
392,89.786
536.682,90.318
31.5,91
165.75,91.312
233.333,90.583
632.6,90.6
6.214,92
221.9,91.9
567.25,92.167
609.125,92.5
616,93
266.214,94
416.577,94.192
557.786,94
202.714,94.857
41.9,95.9
295.395,95.921
466.167,96.417
545.571,96.143
354.269,97.115
378,96.786
246,98.214
281.9,98.1
487,98.214
518.654,98.038
626.115,97.885
56.286,99.286
67.5,98.5
212.233,99.167
439,99
605.833,98.767
80.654,100.038
343.917,100.25
365.375,101.75
397,101
509.136,100.591
30.7,102.7
73.682,102.045
161.5,102.071
478.033,102.633
530,101.786
176.033,103.633
234,102.5
496.033,103.633
146.714,104.286
192.857,104.714
224.857,104.714
304.75,104.167
318,103.786
564.038,104.346
3.286,105.071
47.868,105.237
271,105.5
515.286,104.5
456.038,106.346
575.5,106.125
544.115,106.885
615.875,107.5
70.786,108.357
289.367,108.1
406,108
589.9,108.1
628,108.214
20.125,109.062
522.125,109.25
86.654,110.423
259.7,108.9
355,110
371,110
393.1,111.433
534.167,110.75
0.7,111.7
428.688,112.875
469.786,112
513.786,112
96.808,112.962
280.233,113.167
412.045,113.136
493.9,112.9
553.367,112.967
164.917,114.667
301.5,114.125
184.967,115.367
216.9,116.1
321.346,116.038
582.5,116.333
51.45,117.6
77.562,117.188
340.567,116.9
614.433,117.233
5,117.5
250.167,119.367
291.875,119.75
35.833,120.5
350,120
460.115,119.885
540.038,120.346
199.333,120.583
572.233,121.833
606.853,122.5
232.974,123.868
400,122.786
91.214,124.571
595.5,124.125
0.929,124.786
154.357,125.143
190.5,125.147
328.088,125.382
449.286,125.071
25,126.214
147,126.167
388.75,126.125
551.342,127.605
517.633,128.033
252.25,129.938
346.214,130
581.917,130.25
111.6,131.45
207.5,131
273.423,131.038
57.577,132.269
283.667,132.333
492.618,132.971
598.682,132.318
179.111,133.889
373.722,133.444
407.367,132.967
564.967,133.367
157.071,134.714
539.786,134
30.857,135.429
169,135.5
362.233,135.167
425.115,134.885
386,136
68.143,136.786
513.286,137.143
89.382,137.912
196.25,137.938
483.9,137.9
611.5,137
637.441,137.912
130.808,138.962
417,139
5.167,140.233
272.1,140.1
310.286,140.714
349.618,139.794
530.192,140.577
437.618,141.088
623.786,140.857
333.853,142.029
459.167,142.233
14.654,142.731
115.367,142.967
297.722,143.611
373.5,143
186.633,144.033
199.773,143.773
207.433,144.1
151.222,145.667
241.333,144.583
282.286,145.286
504.5,144.833
585.912,145.618
171.75,146.125
193.7,144.7
445.5,146.125
553.9,145.9
600.812,146.062
28.1,146.9
261.233,147.233
386.233,147.167
87.5,148
67.553,149.553
474,149.278
573.444,149.278
580.333,148.667
106.967,150.833
196.214,150.357
324.029,151.853
364.767,151.833
398.088,151.382
487.312,151.125
120.654,152.038
248.962,152.346
216,153
269.786,153
422.571,154.643
438.1,154.1
459.786,154
499.115,153.885
512.5,153
226.444,155.778
284.929,154.857
584.143,155.214
354.618,156.088
555.214,156.143
373.5,157.735
599.618,156.912
176.033,158.367
624.25,158.125
164.289,159.132
543,159
7,160
82.1,159.9
149.618,160.676
17,161
102.286,161.571
195.286,161.071
315.441,161.147
426.5,161.9
450.088,161.382
471,161.5
532.5,162.071
562.5,161.5
295,163.5
386.265,163.029
511.071,163.286
522,164
589.633,164.033
638.318,164.318
50.038,164.654
115.658,165.342
245.857,164.643
277.667,165.667
500.812,165.688
137.633,166.033
345.618,166.206
359.654,166.038
334,167
441.9,167.9
576.1,168.1
163.794,170.265
225.433,170.233
615.25,170.562
318.778,171.556
210,172
627.5,172.125
16.286,173.286
34.1,172.9
187.286,173.071
266,173
49.618,174.676
242.778,174.389
415.633,174.033
427.5,174
536.115,173.885
550.812,174.625
588,173.786
175.938,175.25
449,174.7
562.375,175.875
24.346,176.038
80.75,176.125
129.786,176
333.382,176.088
369.75,175.875
600.375,176.812
495,177.786
139,179.722
274.125,179.75
392.5,180.071
592,180
3.333,180.583
521.115,180.885
310.654,182.038
378.618,182.088
625.786,182
221.286,183.071
423.6,183.45
455.115,182.885
470.071,183.5
635.286,183.071
87.794,184.265
148,184
210.654,184.423
437,184.214
491.833,183.722
44.367,184.967
172,185.278
533.375,185.125
30.115,186.115
339.147,186.029
586.409,185.864
10.5,187.667
75.938,187.25
141.75,186.5
562.714,186.857
159.441,188.265
240.833,188.233
321.062,189.75
410.214,189
484.125,189.5
461,190.214
395.938,191.75
20.143,191.786
137.9,192.1
180.562,192.75
226.25,191.938
253.9,191.9
554.071,192.5
204.206,193.618
268,194.214
445.75,193.917
471.9,194.1
613.9,193.9
70.618,195.5
341,195.5
638.3,194.5
44.9,196.1
195,196.214
311.5,196.389
380.192,196.577
90.286,197.286
420.962,197.192
536.346,198.038
597.167,198.233
628.9,198.1
150.167,198.967
454.125,199.75
10.125,200.75
54.9,200.1
161.633,200.033
389,201.5
244.1,201.9
565.633,202.033
327.286,202.857
186.9,204.1
295.382,203.912
127,205
365.618,204.912
576.767,205.433
622.808,205.577
140,206
222.786,206
78.289,207.553
175.6,207.45
469.147,207.441
505.833,207.167
116.033,208.367
208.395,208.079
341.553,208.658
606.714,208.286
264.346,208.731
435,209.5
38.333,210.5
490.25,210.125
162.029,211.147
445.269,210.731
232.714,212.286
555.167,212.233
4,212.5
192.625,213.125
301.147,213.441
354.1,214.1
458.1,213.9
153.5,215
334.853,215.441
599,215
58.9,216.1
97.25,216.125
398.571,216.357
517.722,217
538.188,217.312
205.767,218.5
268.857,218.714
374.938,218.5
181.192,218.962
217.553,219.658
256.269,219.115
322.658,219.553
415.233,219.233
591,219
436,220
625,220.214
22.071,221.5
33.7,220.5
127.667,220.417
361.912,221.618
637.7,220.767
449,222
564.583,221.917
83.868,223.289
286.233,223.167
477.278,224
172.611,225.222
605.921,225.395
408.1,225.9
511.1,227.433
100.5,228.071
110.346,227.962
253.143,227.714
341,228.5
373.9,227.9
40.333,229
138.571,229.214
270.125,229.75
127.233,230.7
206.1,229.9
312.147,230.029
542.333,230.5
153.429,230.857
281.5,231
326.333,231.611
361.69,231.357
396.125,231.5
502.7,231.033
568.029,231.618
301.9,231.9
31.333,232.583
594.875,233.5
406.038,234.346
415.382,234.088
464,234
585.786,234
261.423,235.038
380.5,236.233
444.038,236.346
5.853,237.029
63,237
51.618,238.088
251.312,238.812
552.731,238.654
576.357,238.571
22.206,239.618
39.286,239.071
238.714,238.857
371.143,239.286
433,239.722
628.367,238.967
497.75,239.875
537,240
265.147,242.5
298.853,242.5
315.722,242
612,242
192.233,243.167
327.69,243.357
424.029,243.853
522.611,243.222
155.75,244.125
338,244
275.778,245.333
402.389,245.444
447.667,244.5
476,245.5
362.029,246.147
350.233,247.167
460.1,246.9
13.062,248.125
65.269,248.423
133.45,249.6
23.167,250.233
41.938,250.25
497,250.214
555.5,249.833
124,250.786
300.286,251.286
585.833,250.767
146.318,252.318
439.853,252.029
486.5,252.071
567.786,252
378.029,253.853
180.25,253.938
198.382,253.912
629.1,254.1
316.125,255.062
335.583,255.583
561,255.667
80.833,256.233
168,256
255.429,256.357
346.676,256.441
394.265,256.735
460.5,256.5
517,256
607.633,256.033
264.375,257.125
283.5,257
594.591,256.773
150.9,258.1
528.5,259.5
55.382,259.912
91.312,260.312
555.071,260.714
22.125,261.062
114.808,260.962
450.812,261.562
471.78,262.5
498.265,261.794
580.808,260.962
616.577,260.808
237.735,262.265
436,263.278
565.5,262.875
282.929,263.786
323.278,264
70.5,265.438
353.618,264.912
407.088,265.618
187.633,266.033
276.735,266.265
289.395,266.289
100.812,267.562
266.447,267.658
633.324,267.265
482.786,268
623,268.214
122.233,269.167
177.25,269.375
308.079,269.605
343.2,269.5
527.367,268.967
209.553,270.921
283.5,269
415.786,270
581.618,270.912
600.233,271.167
11.9,271.9
52.1,271.9
244.5,272.167
332.1,271.9
451.5,274
511.382,274.088
62.143,274.786
156.167,275
195,275.5
433.071,275.286
537.167,274.967
563.5,274.786
106.286,276.714
130.962,276.808
282.147,276.029
376.147,276.912
464.029,276.382
187.7,276.5
326.1,276.9
353.618,276.912
38.794,278.265
96.111,279.278
119.115,279.115
477.278,279.444
301.062,280.125
340.324,280.676
605.9,279.9
163.115,281.115
315.794,281.794
396.786,282
270.237,283.711
594.577,282.808
235.5,284.125
410.438,284.875
512.033,284.633
557.5,284.125
208.088,285.206
218.125,285.062
383.5,285
426.778,285.556
31.618,285.794
574.5,287
184.125,287.062
536,287
324.5,288.071
621.188,288.375
637.438,288.75
142.233,289.167
344.115,288.885
521.633,288.7
545.3,288.5
552.5,288.786
586,289.278
79.147,290.029
92.921,291.711
246.556,291.278
290.5,291.367
310.674,291.717
375.5,291
465.553,291.184
61.618,292.206
152.188,292.375
399.912,292.382
476.5,292.233
106.853,293.265
195,293.5
418.5,293.147
444.125,293.062
497.5,293.395
266.688,294.875
332.147,294.912
556.265,295.441
7.794,296.265
33.633,298.033
368,298
