xx,yy,time
401.5,404.071,15
507.5,403.938,15
638.9,403.7,15
6.286,405.286,15
32.967,405.367,15
516.885,404.885,15
76,406.214,15
348.167,405.833,15
417.433,406.233,15
426.5,405.938,15
466.5,406.071,15
541.318,405.773,15
612.071,405.071,15
66.286,406.857,15
201.5,407.125,15
338.071,407.5,15
357.567,406.767,15
482.885,407.115,15
181.429,408.357,15
192,407.786,15
211.75,407.938,15
383.5,407.5,15
442.833,407.75,15
498.786,408,15
525.571,408.143,15
565.5,407.5,15
375.115,408.885,15
408.786,409.714,15
15.917,410.25,15
43.115,410.269,15
57.5,410.125,15
221.125,410.25,15
260.5,410.5,15
269.75,409.938,15
278.929,410.5,15
300.136,410.045,15
328.786,410,15
457.633,410.033,15
509.75,409.375,15
550.3,409.4,15
232.5,410.5,15
241.618,410.912,15
250.955,410.864,15
288.967,411.633,15
320.071,411.5,15
351.545,412.545,15
434.233,411.433,15
310.583,412.167,15
366,412,15
474,411.786,15
490,412,15
24.833,413.633,15
165.033,413.167,15
514.714,413.714,15
558.333,413.417,15
34.357,414.571,15
155.167,414.233,15
344.192,414.577,15
400.5,414.071,15
449.4,413.7,15
530.3,414,15
7.5,414.643,15
174.143,414.786,15
196.625,415.875,15
206.033,415.633,15
416.033,415.633,15
425.367,414.967,15
64.8,416.4,15
186.9,415.9,15
303.3,415.3,15
357.5,416.125,15
465.591,415.773,15
50.714,417.071,15
214.955,416.682,15
335,417,15
382.417,417.083,15
481.786,417,15
496.25,417.125,15
522.967,417.367,15
567.5,416.667,15
226.944,417.944,15
236.071,418.5,15
265,418.167,15
296.06,419.3,15
373.625,418.625,15
392.115,417.885,15
546.318,418.318,15
28.333,418.667,15
160.1,418.7,15
246.214,419,15
255.633,418.833,15
274.5,418.5,15
283.346,418.962,15
325.367,418.967,15
441.286,419.071,15
456.875,419.75,15
42,420.214,15
146.5,420.5,15
306.071,420.5,15
316,419.786,15
407.786,420,15
364.962,421.346,15
473.115,421.115,15
531.786,421,15
96.833,422,15
129.643,421.786,15
350,421.786,15
414.667,421.833,15
431.5,422.071,15
554.654,422.038,15
23.688,422.812,15
58,423,15
165.071,422.857,15
182.125,423.5,15
385.7,422.1,15
398.875,423.75,15
420.833,423.417,15
489.115,422.885,15
515.115,423.115,15
32.857,423.786,15
155.618,423.853,15
191.75,423.938,15
201.9,423.9,15
220.1,423.5,15
341,424,15
211.25,425.062,15
448.864,424.955,15
464.143,425.571,15
539.853,425.441,15
563.577,424.808,15
231,426.214,15
269.567,426.233,15
288.967,426.367,15
332.136,425.409,15
380.286,426.143,15
389.735,426.676,15
636.611,425.833,15
49.269,426.731,15
138.269,427.115,15
240.75,426.833,15
251,427.214,15
260.367,426.967,15
405.7,426.1,15
480.8,426.8,15
497.5,427,15
524.115,426.885,15
160.833,428,15
278.857,427.786,15
295.5,427,15
311.917,428.25,15
321.25,427.917,15
357.5,427.786,15
371.654,428.038,15
412.25,428.167,15
438.333,428.5,15
301.633,428.833,15
548.5,428.667,15
572.038,429.346,15
40.286,429.929,15
147.633,430.033,15
427.083,430.417,15
176.1,430.9,15
186.875,431.75,15
349.25,431.062,15
472,431,15
532.5,430.929,15
166.433,431.9,15
196.9,431.9,15
404,431.786,15
557.346,432.038,15
31.115,433.115,15
56,432.786,15
65.864,432.409,15
156.864,432.955,15
206.214,433,15
340.125,433.25,15
489.5,432.5,15
515.917,432.583,15
581,433,15
214.955,434.5,15
395.038,434.577,15
445.731,434.269,15
92.167,434.75,15
225.083,434.75,15
234.214,435,15
246,434.786,15
284.5,435,15
363.864,434.409,15
385.367,434.967,15
540.833,434.75,15
47.233,436.233,15
125.083,436.25,15
259.167,436.233,15
307.25,436.438,15
331.5,435.5,15
375.885,435.885,15
463.5,435.5,15
501.571,436.143,15
524.833,436.417,15
316.346,436.962,15
419.917,436.583,15
565.917,436.583,15
181.233,438.9,15
355.75,437.938,15
410.75,438.167,15
433.346,437.962,15
549.786,438,15
38.192,439.577,15
171.875,439.75,15
191.6,439.5,15
323,439,15
369.5,438,15
162.071,440.5,15
346.5,440,15
533.583,440.333,15
200.611,440.833,15
210.033,441.633,15
402.167,440.833,15
574.8,440.8,15
219.714,442.143,15
299.885,441.885,15
337.1,442.1,15
390.083,442.5,15
558.25,441.917,15
29.429,442.643,15
54.3,442.5,15
153.286,442.857,15
229,443,15
381.125,443.75,15
290.5,443.7,15
328,444,15
362.071,444.5,15
371.731,444.269,15
542,444,15
45.167,446.233,15
185.735,446.676,15
318.9,445.9,15
352.75,446.562,15
416.731,445.885,15
525.885,445.885,15
566.885,446.115,15
176.875,447.5,15
167.444,448.389,15
195.167,448.233,15
295.5,447,15
309.5,448.125,15
407.786,448,15
550.962,447.654,15
36.071,449.286,15
204.967,449.367,15
235.654,448.885,15
343.5,448.875,15
213.786,450,15
334.071,450.5,15
387.324,450.676,15
397.5,449.5,15
534.25,449.917,15
158.286,450.857,15
223.367,450.967,15
300.571,451.214,15
576.8,450.8,15
586.5,451.3,15
26.75,452.167,15
377.6,452.55,15
559.409,451.773,15
245.136,452.591,15
291.269,452.731,15
325.367,452.9,15
358.955,453.136,15
368,452.786,15
543,453.214,15
149,454,15
189.206,455.441,15
316.125,455.25,15
42.654,456.038,15
349.9,455.9,15
403.115,456.269,15
413.5,455.5,15
526.5,455.7,15
568.3,455.4,15
582.083,456.333,15
175.853,456.971,15
198.577,456.808,15
340.5,457.382,15
166.5,458,15
217.917,458.25,15
224.167,459.333,15
306.9,457.9,15
393.786,458,15
551.333,457.333,15
594.25,457.917,15
33.625,458.812,15
331.333,459.778,15
384.125,459.5,15
157.206,460.735,15
297.786,460,15
536,459.786,15
24.233,461.433,15
560.045,461.136,15
576.955,460.864,15
50,462,15
322.423,461.962,15
365.227,461.773,15
374.115,461.885,15
586.318,462.682,15
182,464.214,15
191,464.333,15
346.643,464.571,15
409,463.786,15
16.033,465.367,15
40.269,465.115,15
313.429,464.643,15
399.5,464.929,15
568.8,464.8,15
172,465.786,15
337.833,466.167,15
212.25,466.5,15
221.786,467,15
304.269,467.115,15
390.115,466.885,15
31,467.786,15
162.812,468.625,15
328.967,468.633,15
381.5,468,15
7.136,468.591,15
284.269,469.654,15
360.885,470.115,15
369.786,469.5,15
22.688,471.688,15
47.654,470.962,15
153.917,471.25,15
196.625,471.875,15
320.033,471.633,15
178.125,472.75,15
343.25,472.167,15
351.6,472.95,15
562.318,472.318,15
574.409,471.864,15
633.3,471.5,15
187.618,472.912,15
38.808,474.577,15
206,473.786,15
311,474,15
396.5,474,15
13.917,475.25,15
169.125,475.312,15
215.633,474.833,15
336.417,475.083,15
387.214,474.929,15
582.833,475.75,15
30.029,477.853,15
55.5,476.5,15
301.912,477.441,15
376.591,476.773,15
160.1,478.1,15
182.643,477.643,15
327.9,478.1,15
344.25,478.75,15
46.5,479,15
187.5,479,15
308.3,478.9,15
358.5,479,15
367.5,479,15
403.5,479,15
107.147,2.029,16
362.571,1.929,16
438.5,1.5,16
632.5,1,16
117.633,2.967,16
432.269,3.115,16
127.5,4.071,16
353.571,4.143,16
389.5,4.071,16
136.654,5.115,16
326.7,4.5,16
378.929,5.5,16
399.409,5.591,16
420.833,5.25,16
443.409,5.136,16
146,5.786,16
409.786,6,16
638.9,5.7,16
27.654,6.962,16
370,7.786,16
316.136,9.409,16
360.375,10.812,16
631.346,10.038,16
112,11,16
333.591,11.227,16
15.375,11.375,16
121.885,11.885,16
131.633,12.967,16
351,13.5,16
385.577,12.808,16
141,14.214,16
376.5,14.5,16
150.833,14.75,16
324.045,15.136,16
394.767,15.433,16
341.929,16.286,16
638.5,15.7,16
556.2,16.6,16
605.5,16.929,16
624.233,17.433,16
367.5,17.5,16
389.5,18.786,16
25.7,19.5,16
332.333,20.5,16
358,19.786,16
566.25,19.917,16
15.5,21.5,16
135.917,22.25,16
383.885,21.885,16
145.773,22.682,16
156.417,22.833,16
349.115,22.885,16
374.5,24.071,16
393,25,16
538.833,24.611,16
598.967,25.367,16
166.5,25.7,16
340,25.786,16
365.286,26.286,16
609.367,26.167,16
34.5,27.3,16
589.167,27.25,16
556.786,28.357,16
577.75,27.917,16
356.233,29.167,16
24.944,29.944,16
140.318,30.955,16
151,31,16
382.033,31.633,16
493.722,30.944,16
548.857,31.286,16
347.5,32.071,16
372.7,33.233,16
30.75,33.125,16
160.885,33.885,16
603.885,33.885,16
615.115,34.038,16
48.857,35.286,16
336.962,35.346,16
363.312,35.875,16
594.143,35.643,16
583.773,36.318,16
37,37,16
573.346,36.962,16
172.5,37.7,16
354.5,38.333,16
540.056,38.722,16
18.682,40.318,16
28,39.786,16
633.115,40.269,16
65.5,40.5,16
154.417,41.083,16
609.115,41.115,16
55.885,42.115,16
345.3,41.9,16
371.333,42.583,16
600.038,43.346,16
46.167,44.25,16
164.955,44.5,16
362,45.214,16
568.682,46.318,16
579.1,46.1,16
589.545,46.227,16
625.5,45.7,16
27.34,48.18,16
37.227,46.682,16
352.767,47.833,16
616,47.786,16
62.318,50.318,16
173.583,50.167,16
606.5,50.5,16
18,50.3,16
52.967,51.367,16
157.115,51.115,16
165.136,50.773,16
343.115,50.885,16
368.9,51.9,16
183.5,52.5,16
596.875,53.5,16
632.5,52.5,16
43.5,53.929,16
359.5,54.071,16
583.367,54.967,16
621.875,54.75,16
34.423,56.192,16
528.5,55.7,16
573.5,56.071,16
25.083,57.25,16
350.5,56.667,16
613.115,57.115,16
165.5,57.5,16
401.885,57.885,16
5.5,59.833,16
15.5,59.5,16
340,59.786,16
604,59.786,16
49.917,60.583,16
176.4,60.8,16
366.167,61.367,16
186,62,16
629.4,61.7,16
40.857,63.286,16
595.286,62.857,16
357.286,64.286,16
619.786,64,16
31.9,65.433,16
22.318,66.318,16
347.786,66,16
610.885,66.115,16
55.885,67.885,16
636,68,16
12,68.5,16
328.115,68.885,16
338.75,69.083,16
601.962,69.423,16
47.1,70.5,16
626.833,70.417,16
37.962,72.423,16
592.654,72.038,16
617.633,72.833,16
28.833,74.417,16
355.382,73.912,16
19.083,75.25,16
62.682,74.682,16
345.9,75.1,16
608.767,75.833,16
185.083,75.75,16
198.8,76.4,16
53.938,77.25,16
333.912,77.382,16
633.633,76.967,16
599.312,78.812,16
44.808,79.577,16
624.143,79.643,16
69.633,80.967,16
35.5,82,16
615.633,82.033,16
23.269,83.346,16
352.857,83.286,16
362.423,83.269,16
60.115,84.115,16
343.5,84.125,16
372.731,85.346,16
606.611,84.833,16
315,86.214,16
324.583,85.917,16
631.25,86.125,16
51.167,86.767,16
334.233,87.167,16
88,87.786,16
594.318,88.045,16
41.714,88.857,16
622,88.786,16
357.767,91.833,16
613.115,91.115,16
26.375,92.792,16
348.115,91.885,16
586.115,91.885,16
366.967,93.367,16
638,93.214,16
57.062,94.125,16
67.9,93.9,16
604,93.786,16
35,95.214,16
319.286,95.071,16
329.115,94.885,16
339.312,95.125,16
376.857,95.286,16
628.967,95.367,16
44.967,97.633,16
595.367,96.967,16
86.409,97.864,16
345.357,97.786,16
577.864,97.409,16
619.9,97.9,16
18.8,99.1,16
76.318,100.682,16
351.633,100.833,16
361.367,100.967,16
586.967,101.367,16
28.2,102.2,16
370.654,102.423,16
636.1,101.3,16
55.5,102.929,16
333.125,103.438,16
342.875,103.75,16
480.962,103.346,16
37.808,103.5,16
323,104,16
601.115,104.269,16
626.591,104.136,16
380.318,104.682,16
490.409,105.864,16
47.115,107.115,16
84.038,107.346,16
579.567,107.1,16
586.333,107.833,16
618,107.786,16
19.227,109.318,16
355.5,109.062,16
364.833,109.633,16
473.214,109,16
593.083,108.75,16
73.5,109.5,16
463.786,110,16
608.667,109.833,16
38.214,111,16
54.773,112.591,16
326.633,112.167,16
336.9,112.1,16
346.625,112.188,16
373.885,112.115,16
316.591,113.136,16
600.625,113.875,16
29.1,114.4,16
64,113.5,16
484.119,114.262,16
495.654,114.038,16
506,114,16
585.5,114.357,16
614.682,114.318,16
624.409,114.227,16
383.423,114.808,16
468.667,114.333,16
352.333,115.167,16
638.591,116.136,16
46.167,116.75,16
357.433,118.233,16
473.714,118.143,16
609.132,118.5,16
464.269,119.731,16
593.441,119.618,16
331.071,120.714,16
339.25,119.917,16
366.833,120.417,16
578,119.786,16
37,121,16
320.929,121.5,16
348.875,121.5,16
617.591,120.864,16
54.2,122.2,16
376.409,121.864,16
454.115,121.885,16
490.625,121.625,16
500.833,122.25,16
480.967,124.633,16
551.75,123.833,16
569.654,124.038,16
601.75,123.875,16
354.625,124.625,16
443.75,124.833,16
585.429,124.643,16
312.318,126.318,16
326.682,125.773,16
45.333,126.583,16
360.269,127.731,16
470.967,127.367,16
527.227,126.682,16
461.269,128.423,16
560.583,127.917,16
609.786,128,16
342,128.786,16
434.038,128.654,16
593.778,129.333,16
332.786,130,16
578,129.786,16
633.9,129.9,16
322.833,131.633,16
351.633,130.967,16
451.214,131,16
497.591,131.5,16
508.3,130.5,16
541.136,130.591,16
54.2,132.2,16
408.167,131.583,16
424.667,132.5,16
487.167,132.611,16
551.773,133.227,16
569.233,133.633,16
602.033,133.633,16
441.794,134.265,16
477.885,133.885,16
585.714,134.143,16
339.125,134.75,16
220.583,135.917,16
467.25,136.125,16
627.136,136.045,16
46.167,137.25,16
416.1,137.1,16
458.125,137.5,16
560.571,137.214,16
610.033,137.633,16
205.786,138,16
432.75,138.125,16
533.786,138,16
345.571,138.643,16
358.318,138.682,16
577.367,138.967,16
594,138.786,16
635.5,138.929,16
334.962,139.654,16
449.25,140.125,16
491.885,139.885,16
407.367,140.967,16
482.143,141.714,16
264.5,141.7,16
424.038,142.346,16
568.917,142.667,16
618.857,141.786,16
214.1,143.1,16
473.1,143.1,16
551.115,142.885,16
602.577,143.038,16
440.633,144.033,16
586.2,144.2,16
207.357,144.786,16
463.286,145.071,16
627.938,145.75,16
415.269,146.423,16
455.227,146.318,16
38.955,146.864,16
191.167,146.833,16
200.8,146.8,16
498.233,147.167,16
560.167,146.75,16
611,147,16
49.885,147.885,16
432,147.786,16
577.367,148.167,16
230.033,149.633,16
448.147,149.441,16
488.75,149.083,16
594.346,148.962,16
637.567,149.567,16
210.033,151.633,16
219.367,150.967,16
479.286,150.857,16
619.214,151,16
196.5,151.214,16
423.167,152.033,16
470.389,151.833,16
568.5,152.071,16
439.559,153.5,16
456.033,153.633,16
603.5,152.5,16
584.857,153.786,16
246.929,155.5,16
412.967,155.367,16
43.5,156.071,16
182.5,156.5,16
192.367,156.033,16
201.633,156.033,16
589.917,156.75,16
172.962,157.192,16
431.318,158.364,16
493.577,157.115,16
559.333,156.583,16
576.033,157.633,16
611.75,156.875,16
53.6,157.7,16
208.786,157.357,16
225.786,158,16
236.885,158.115,16
447.971,158.735,16
484.184,158.974,16
596,158,16
216,159.786,16
475.1,160.1,16
621.367,160.167,16
637.786,160.357,16
356.125,161.25,16
420.214,161,16
464,160.3,16
604.654,162.423,16
207.062,163.75,16
439.312,163.125,16
583.714,162.714,16
36.167,163.583,16
188.033,164.367,16
455.571,164.357,16
46.929,165.5,16
139.773,164.682,16
178.5,165.1,16
197.763,165.132,16
340.767,165.5,16
563.5,164.5,16
629.5,165.5,16
159.382,165.912,16
169.367,166.167,16
231.214,166,16
242.423,166.192,16
411.9,165.9,16
489.214,166.143,16
613.7,165.4,16
57,167,16
221.833,166.389,16
427.5,166.929,16
592.167,166.389,16
252.038,167.654,16
446.786,168,16
470.071,168.5,16
599.917,167.75,16
148.125,169.5,16
318.088,169.382,16
349.633,168.967,16
480,168.786,16
191.5,169.5,16
638.214,170,16
212.8,170.8,16
226.5,170.5,16
359,171,16
621.9,171.1,16
141.357,171.214,16
203.875,172.625,16
306.583,171.917,16
419.5,172.071,16
435.633,172.033,16
461.382,172.088,16
606.1,171.5,16
31.7,172.5,16
41.083,173.25,16
134.885,173.115,16
183.853,172.971,16
288.25,172.833,16
333.357,172.857,16
122.8,174.4,16
174.654,174.269,16
236,173.786,16
566.722,174.056,16
50.955,174.864,16
156,174.786,16
165.312,174.688,16
193.559,175.147,16
342.269,175.731,16
588.192,175.423,16
597.864,174.409,16
245.786,176,16
452.75,175.938,16
630,175.786,16
61.7,176.5,16
149.7,176.5,16
228.25,176.875,16
443.367,176.967,16
475.132,177.763,16
143.367,177.9,16
219.885,177.885,16
297.773,177.773,16
318.115,177.731,16
325.633,178.033,16
186.056,178.611,16
210.125,179.5,16
351.433,178.767,16
430.167,179.367,16
436.5,178.5,16
614.929,178.357,16
360.5,180.333,16
464.9,179.7,16
638.5,179.7,16
200.714,181.071,16
36.038,181.654,16
170.375,182.812,16
180.071,182.5,16
306.167,182.417,16
335.633,182.033,16
605.452,182.167,16
623.367,182.033,16
45.5,182.929,16
151.5,182.875,16
161,183,16
189.583,183.417,16
234.714,183.071,16
289,183.5,16
595.192,183.115,16
55.25,183.917,16
124.2,184.2,16
437.935,185.5,16
457.367,184.167,16
225.618,184.912,16
344.967,185.367,16
370.115,184.885,16
448.115,184.885,16
133.9,185.9,16
320.738,186.643,16
632.25,186.125,16
143,187,16
216.167,186.767,16
298.029,187.147,16
328.125,187.75,16
463.3,186.1,16
470.1,187.1,16
615.367,186.967,16
206.75,188.125,16
353.885,188.115,16
313.367,188.967,16
20,189.5,16
30.038,189.654,16
149.5,189,16
40.318,191.227,16
155.75,191.125,16
165.367,190.967,16
175,190.786,16
184.214,191,16
240.5,190.667,16
337.711,191.447,16
362.967,191.367,16
588.591,191.136,16
624.875,191.5,16
50.045,192.136,16
60.045,192.136,16
194.167,192.25,16
231.125,192.375,16
598.115,192.115,16
607.885,192.115,16
304.875,193.75,16
320.971,193.853,16
442.6,192.6,16
452.75,193.083,16
462.3,192.5,16
128.2,194.2,16
221.559,194.265,16
431.786,194,16
137.5,194.929,16
147.115,195.115,16
347.367,194.967,16
372.033,195.633,16
634.033,195.633,16
294.812,196.625,16
616.885,196.115,16
211.722,197,16
330.125,197.25,16
153.625,197.375,16
200.857,198.286,16
284.9,197.9,16
355.885,198.115,16
25,198.7,16
35.115,199.115,16
160.125,199.25,16
169.5,198.875,16
178.967,199.367,16
188.286,199.286,16
313.286,198.857,16
237.5,200,16
626.3,200.7,16
45,200.7,16
55.9,201.1,16
228.125,201.5,16
246.967,201.367,16
260.038,200.654,16
339.433,200.767,16
438.038,201.346,16
290.944,202.278,16
448.038,201.654,16
609.25,201.938,16
132.731,203.269,16
142.033,203.633,16
219.125,203.312,16
305.367,202.967,16
322.967,203.367,16
365.731,202.577,16
152,203.786,16
348.5,204.5,16
618.143,205.643,16
635,205,16
158.667,205.5,16
296.9,206.1,16
164.962,207.346,16
174.857,207.429,16
184.071,207.5,16
194,207,16
203.5,207.062,16
224.2,207.2,16
267.429,206.643,16
331.5,206.875,16
253.633,208.033,16
260.625,207.375,16
287.5,208,16
314.147,208.5,16
357.786,208,16
244.682,210.045,16
340.5,210.333,16
601.571,210.143,16
627.367,210.033,16
610.714,211.071,16
136.682,212.318,16
146.885,212.115,16
156.9,211.9,16
228.214,212,16
304.5,212.333,16
367.1,212.1,16
219.192,212.962,16
324.1,212.9,16
209.382,214.088,16
261.633,214.033,16
349.633,214.033,16
635.625,214.375,16
190,215.5,16
199.206,215.794,16
503.5,215.3,16
619.367,214.967,16
170.833,216.417,16
180,215.786,16
295.083,216.417,16
606,215.5,16
252.433,217.233,16
243.071,218.714,16
359.5,216.875,16
233.9,219.633,16
628.033,219.633,16
224.571,220.643,16
601.786,220,16
610.75,220.125,16
214.971,221.853,16
268.071,221.5,16
591.5,221.591,16
205.5,222.875,16
185.633,224.033,16
258.682,224.318,16
619.6,224.55,16
636,223.786,16
166.214,225,16
176.038,224.654,16
604.286,226.536,16
249.286,226.286,16
430.682,226.318,16
230.115,228.115,16
239.583,227.5,16
220.967,229.367,16
422.417,229.083,16
596.833,229.633,16
610.971,229.853,16
628.5,229,16
181.731,229.654,16
211.333,230.583,16
428.5,233,16
588.286,233.286,16
636.357,233.429,16
188.038,233.654,16
255,234.214,16
533.136,233.409,16
620.188,234.375,16
121.45,235.6,16
177.429,234.857,16
245.115,235.115,16
604,235.786,16
235.667,236.417,16
628.812,238.625,16
612,239.214,16
375.625,239.375,16
518.115,239.885,16
595.367,240.033,16
216.1,241.5,16
527.75,241.917,16
586.333,242.5,16
537.083,242.75,16
636.967,243.033,16
186.682,243.773,16
620.562,243.812,16
242.167,245.25,16
603.938,245.062,16
75.885,247.885,16
513,248.214,16
612.3,248.7,16
628.75,248.125,16
65,249,16
595.542,249.667,16
522,249.786,16
531.731,250.577,16
541.083,251.583,16
586.654,252.038,16
620.367,252.967,16
637.143,252.857,16
603.367,254.167,16
91,255,16
468.682,254.682,16
567.5,254.5,16
81.115,256.269,16
493.5,256.125,16
506.5,256.333,16
577.115,256.269,16
516.125,257.25,16
628.967,257.367,16
70.318,258.318,16
477.633,258.033,16
525.885,258.115,16
611.885,257.885,16
534.967,259.367,16
594.885,259.115,16
545.115,260.269,16
571.389,260.167,16
461.654,262.038,16
485.917,262.25,16
554.682,262.318,16
620.577,262.192,16
636.5,262.3,16
98.5,262.5,16
492.5,263,16
499.833,263.433,16
603.5,263.5,16
87.885,264.115,16
565.115,263.885,16
471,265,16
510.5,264.929,16
587.115,264.885,16
78.5,266.25,16
519.9,265.9,16
574.9,265.9,16
529.5,267,16
612.767,267.567,16
628.667,266.917,16
68.136,268.045,16
454.409,268.227,16
539.367,268.033,16
398.75,269.167,16
479.367,268.967,16
549.115,269.115,16
595.5,268.5,16
486,269.5,16
492,269.786,16
104.417,271.083,16
416.591,271.136,16
504.033,271.633,16
558.864,270.955,16
94.318,271.773,16
463.25,272.125,16
620.786,272,16
636.409,271.864,16
568.417,273.083,16
604.577,272.808,16
84.962,273.654,16
513.382,274.088,16
524.038,274.346,16
42.346,274.962,16
75.417,275.167,16
249.7,274.5,16
407.4,275.3,16
448.233,275.167,16
472,274.786,16
6,275.786,16
478.357,276.357,16
532.962,275.654,16
542.667,276.5,16
65.071,277.286,16
424.033,277.633,16
484.885,276.885,16
612.857,277.286,16
628.571,277.214,16
53.083,278.417,16
118.056,277.5,16
258.5,278.333,16
268,277.786,16
509.717,279.326,16
552.167,278,16
596.115,277.885,16
138.833,279.25,16
398.192,279.423,16
440.033,279.633,16
456.875,279.5,16
494.214,279,16
100,280,16
604.292,279.792,16
241.192,280.962,16
415.214,281,16
561.864,280.409,16
90.409,281.864,16
503.367,282.167,16
518.25,281.917,16
110.192,283.423,16
389,283,16
431.5,283.711,16
465.633,282.833,16
477,283.214,16
527.714,283.071,16
250.115,284.115,16
264.25,283.125,16
448.071,284.5,16
537,284.214,16
8.269,285.115,16
79.8,285.35,16
131,285,16
148.167,284.389,16
406.214,285,16
546.417,285.667,16
608.833,285.633,16
618.5,284.929,16
337,287,16
422.7,287.233,16
510.885,287.423,16
599.333,286.583,16
259.571,287.929,16
269.115,288.115,16
439.312,288.812,16
50.5,288.5,16
397.115,289.115,16
456.033,289.633,16
496.885,289.115,16
503.5,288,16
16.423,290.192,16
140.038,289.654,16
521.857,290.357,16
1,291,16
116.833,290.75,16
241.583,290.667,16
414,290.786,16
531.214,292.143,16
605.3,290.9,16
35.786,292.071,16
107.367,292.967,16
388.318,292.682,16
430.214,293,16
540.577,293.038,16
148.5,294.333,16
405.167,294.233,16
447.25,293.938,16
592.318,294.318,16
8.967,295.367,16
132.038,294.654,16
233,295,16
463.9,294.9,16
504.5,294.667,16
611.333,294.583,16
222.2,296.2,16
247.583,296.083,16
255.429,296.357,16
421.429,296.357,16
514,296,16
602,296,16
26.071,296.643,16
44.167,297,16
265.367,296.967,16
123.143,298.357,16
396.333,298.5,16
437.786,298,16
454.857,299.286,16
526,299.5,16
17.633,300.033,16
140.375,300.188,16
412.633,300.033,16
1.3,301,16
114.115,300.885,16
535.367,300.967,16
544.929,301.5,16
36.278,302.056,16
239.227,302.318,16
429.167,302.233,16
386.214,303,16
446,303,16
130.967,304.367,16
229,303.786,16
249.786,304,16
403.786,304,16
613.786,304,16
9.618,304.912,16
259.633,304.967,16
462.643,305.571,16
511.875,305.25,16
623.136,304.591,16
27.5,306.071,16
419.9,305.9,16
44.269,307.115,16
147.9,306.9,16
218.682,306.682,16
436.912,307.618,16
521.167,307.167,16
121.286,308.286,16
394.654,308.038,16
453.633,308.033,16
18.5,308.929,16
530.5,308.929,16
540.033,309.633,16
632.033,309.633,16
1.786,310,16
138.409,309.864,16
411.167,310.033,16
618.423,309.808,16
235,310.786,16
244.033,311.633,16
426.967,311.367,16
36.038,311.654,16
444.967,312.367,16
129.071,313.5,16
225.633,312.967,16
254.5,312.929,16
402.033,313.633,16
506.033,313.633,16
11.1,313.9,16
515.5,314.125,16
27.3,315.3,16
264,314.5,16
418.875,315.5,16
462.5,315,16
476,315,16
558.955,314.864,16
613.633,314.967,16
623.929,314.857,16
524.5,316.5,16
43.115,317.115,16
146.214,317,16
181.75,316.833,16
435.286,316.857,16
452.875,317.75,16
485.912,317.441,16
534.033,317.633,16
18.571,318.357,16
110.038,318.654,16
137.192,318.962,16
410.033,319.633,16
498.214,319,16
3.3,318.9,16
119.9,319.9,16
239.5,320,16
248.633,320.033,16
583.633,320.033,16
34.714,321.071,16
230.033,321.633,16
426.567,321.1,16
220.9,322.1,16
257.885,321.885,16
444,321.786,16
470.038,322.346,16
13,322.7,16
128.633,322.967,16
522.278,322.944,16
553.929,323.714,16
563.192,323.269,16
619,323,16
629.5,322.5,16
437.389,323.278,16
460.5,324.071,16
479.25,324.125,16
515.5,323.5,16
609.433,324.233,16
25.333,324.583,16
417.786,325,16
490.929,325.5,16
528.885,324.885,16
208.731,325.885,16
572.333,326.083,16
600,325.786,16
42.25,326.833,16
274.269,327.115,16
432.912,327.618,16
451.367,326.967,16
537.75,327.062,16
5.556,328.778,16
112.367,328.033,16
139.5,328.125,16
244.857,328.714,16
264.833,328.25,16
426.19,329.19,16
473.375,327.625,16
499.786,328,16
590.115,327.885,16
121.633,328.967,16
235.633,328.833,16
14.812,330.688,16
33.167,330.233,16
216.929,330.5,16
253.688,330.188,16
485.5,331,16
521.167,330.233,16
566,329.5,16
581.1,329.9,16
624.423,330.192,16
636,329.786,16
226.5,330.929,16
441.9,330.9,16
467.917,331.25,16
130.786,332,16
509.227,331.773,16
549.885,332.115,16
559.633,332.033,16
615.214,332,16
458.875,333.5,16
477.115,333.115,16
574.9,332.3,16
606.033,333.367,16
24,333.5,16
149.25,334.125,16
421.167,334.033,16
435.591,333.864,16
530.885,334.115,16
596.571,334.643,16
103,335,16
205.633,334.833,16
280.038,335.346,16
492.654,334.731,16
569.115,335.115,16
40.318,336.318,16
194.25,335.917,16
260.667,336.5,16
270.115,335.885,16
449.9,335.9,16
541.633,336.033,16
7.794,337.794,16
32.196,337.283,16
140.071,337.5,16
166.233,337.567,16
242.767,337.567,16
430.033,337.633,16
501.633,336.833,16
587.367,336.967,16
630.967,337.367,16
113.7,336.9,16
122.375,338.562,16
232.9,337.9,16
251.367,338.033,16
516.167,337.7,16
577.875,338.625,16
214.125,339.5,16
223.312,339.125,16
621.1,339.1,16
17.233,340.7,16
183.367,340.167,16
413.885,340.115,16
439,340,16
464.808,340.577,16
131.5,341,16
157.286,340.857,16
482.967,341.367,16
524.885,340.962,16
561.786,341,16
611.9,340.9,16
207.5,341,16
474.125,342.375,16
509.5,342.125,16
534.833,342.417,16
602.5,342.071,16
26.75,343.062,16
147.9,343.433,16
201,343,16
455.9,342.9,16
1.864,345,16
97.885,343.885,16
174.115,343.885,16
266.286,344.143,16
275.577,343.962,16
492.115,343.885,16
570.571,344.357,16
593.214,344.143,16
636.333,344.5,16
123.773,345.045,16
191.286,345.071,16
247.433,345.633,16
256.885,345.115,16
388.318,344.682,16
446.885,345.115,16
544.714,345.071,16
584.033,345.633,16
116.786,345.929,16
138.857,346.929,16
