xx,yy,time
28.038,102.654,42
55.286,103.071,42
333.206,103.794,42
481.083,102.75,42
38,103.5,42
323.367,104.7,42
342.9,103.9,42
601.115,104.269,42
380.115,104.885,42
627.3,104.5,42
490,106,42
47.115,107.115,42
84.2,107.1,42
348.7,106.1,42
579.367,106.967,42
618.033,107.633,42
32,108.1,42
60,107.5,42
586.333,107.833,42
355.367,108.967,42
364.714,109.714,42
473.577,108.808,42
593,109,42
26.1,108.7,42
73.833,109.167,42
463.885,110.115,42
480.7,108.7,42
19.7,110.5,42
38.417,111.083,42
608.929,110.357,42
633.367,110.967,42
54.773,112.591,42
336.5,112.5,42
346.5,112.071,42
373.786,112,42
317,113,42
326.857,113.286,42
506.5,113.5,42
483.848,114.761,42
495.885,113.885,42
585.367,114.167,42
600.9,113.9,42
614.682,114.318,42
624.577,114.192,42
29.5,114.5,42
383.654,114.962,42
468.9,114.3,42
352,115.5,42
638.5,116.3,42
46.167,116.75,42
357.312,118.188,42
473.633,118.033,42
608.868,118.395,42
464.125,119.5,42
577.654,119.423,42
593.125,119.312,42
339.318,120.045,42
366.682,120.318,42
632.389,120.167,42
37.214,121,42
330.767,121.833,42
348.929,121.5,42
618,121,42
54.2,122.2,42
320.25,121.917,42
376.115,121.885,42
454.136,122.045,42
490.833,121.611,42
501.5,122.071,42
480.857,124.714,42
551.6,123.7,42
569.1,123.967,42
585.633,124.033,42
601.688,123.688,42
354.5,124.5,42
443.654,124.962,42
326.423,126.577,42
45.333,126.917,42
311.864,126.409,42
336,126.167,42
470.767,127.167,42
527.136,126.591,42
360,127.786,42
433.786,128,42
461.3,128.433,42
560.583,127.917,42
609.786,128,42
342,129,42
577.367,128.967,42
593.5,129,42
541.25,130.167,42
633.885,129.885,42
322.667,131.583,42
351.367,130.967,42
451,131,42
498.038,131.115,42
333,131.786,42
408,131.5,42
424.962,132.346,42
508,132,42
54,132.5,42
477.571,133.857,42
486.929,132.357,42
569.233,133.633,42
601.688,133.125,42
441.714,134.143,42
551.5,133.318,42
585.5,134.125,42
220.136,136.045,42
338.5,135.7,42
467.367,136.033,42
626.955,135.864,42
416.269,137.115,42
458.125,137.5,42
533,137,42
560.357,137.429,42
610.071,137.5,42
45.864,137.409,42
204.962,137.654,42
345,138.214,42
358.5,138.5,42
432.786,138,42
577.367,138.967,42
593.857,138.643,42
635.192,139.269,42
449.25,140.125,42
491.633,140.033,42
407.567,141.167,42
618.767,141.833,42
335.633,142.1,42
424.333,142.5,42
482,141.786,42
213.633,142.833,42
473.25,143.062,42
551,143,42
568.5,142.667,42
602.269,142.731,42
440.633,144.033,42
585.5,143.5,42
207.375,144.625,42
463.227,144.682,42
38.682,146.318,42
415.5,146.125,42
455.423,146.192,42
610.571,146.643,42
627.618,146.029,42
48.962,147.346,42
191.577,146.808,42
201.083,146.75,42
498.591,146.773,42
560,147,42
432,147.786,42
577.5,148.071,42
229.714,149.143,42
448.088,149.382,42
488.7,149.233,42
594,148.786,42
637.5,148.9,42
210.033,151.633,42
219.5,150.929,42
479,150.786,42
618.967,151.367,42
196.625,151.375,42
423.25,152.125,42
462.75,151.875,42
469.786,152,42
568.25,151.917,42
602.9,151.9,42
265,152.7,42
584.875,153.75,42
439.618,153.912,42
456,154,42
412.857,155.286,42
42.833,155.75,42
182.808,156.577,42
192.286,156.143,42
201.786,156,42
246.409,155.864,42
611.75,155.917,42
172.808,157.423,42
431.214,158.357,42
494,157,42
559.192,156.962,42
575.929,157.571,42
52.409,157.864,42
208.9,157.7,42
225.786,158,42
236.25,157.917,42
484.237,158.974,42
595.885,158.115,42
448,158.786,42
464.111,159.722,42
216,159.786,42
475.147,160.029,42
621.75,159.938,42
355.367,160.967,42
420.214,161,42
638.214,161,42
207.333,163.722,42
439.071,163.286,42
583.577,162.808,42
604.667,162.333,42
36,163.786,42
455.5,164.233,42
46.5,165.5,42
139.75,164.833,42
178.857,165.286,42
188,165,42
197.763,165.132,42
242.583,165.333,42
340.967,165.367,42
411.367,164.967,42
564.833,164.611,42
598.9,165.5,42
614.056,164.611,42
629.55,165.6,42
159.6,166.3,42
169.25,166.125,42
231.367,166.033,42
489.75,165.917,42
592.2,166.2,42
56.8,167.1,42
222.136,166.409,42
427.5,166.929,42
252,167.786,42
447.062,168.125,42
469.633,168.033,42
480.333,168.5,42
148.033,169.633,42
318.188,169.438,42
350,169.214,42
212.8,170.8,42
226.75,170.75,42
306.571,171.286,42
359.115,170.885,42
621.864,170.955,42
638,170.5,42
141.375,171.375,42
203.735,172.676,42
333.214,172.571,42
419.1,171.9,42
435.5,172.071,42
461.382,172.088,42
607.864,172.045,42
31.7,172.5,42
135,173,42
183.971,173.206,42
598.967,173.367,42
41.071,173.786,42
122,174,42
174.7,174.7,42
236.286,173.929,42
288,173.786,42
566,174,42
50.955,174.864,42
155.5,174.929,42
165.367,174.967,42
193.618,175.088,42
245.885,174.885,42
342.5,175.567,42
61.4,176.3,42
452.633,176.033,42
588.962,175.654,42
629.75,175.938,42
228.1,176.9,42
297.857,177.286,42
443.286,177.071,42
474.6,177.45,42
143.654,178.038,42
220.045,178.136,42
309.5,177.214,42
318.25,177.75,42
325.633,178.033,42
186.25,178.5,42
210.125,179.5,42
351.367,178.967,42
430.033,179.633,42
436.5,178.5,42
360.786,180,42
464.944,179.944,42
638.591,180.136,42
200.625,181.125,42
36.038,181.654,42
170.033,182.633,42
306.192,182.577,42
335.633,182.033,42
595.885,181.885,42
606.273,182.591,42
45.367,182.967,42
151.367,182.967,42
160.808,182.962,42
179.833,182.767,42
235,183,42
623.583,182.667,42
55.227,183.773,42
124,184,42
189.083,183.75,42
288.786,184,42
225.618,184.912,42
344.967,185.367,42
370,184.5,42
438.182,185.773,42
448.115,184.885,42
457.346,184.731,42
133.433,185.833,42
632.188,186.375,42
142.857,187.286,42
216.286,186.857,42
297.429,187.214,42
328.125,187.75,42
470.214,187,42
615.833,187.583,42
206.75,188.125,42
353.885,188.115,42
19,188.7,42
29.864,188.955,42
313.367,188.967,42
589.115,189.115,42
149.5,189,42
40,191,42
155.833,191.167,42
165.367,190.967,42
174.714,190.857,42
184.188,191.312,42
240.714,190.857,42
337.222,191.333,42
363,191.214,42
599.286,190.857,42
624.875,191.75,42
60,192,42
194.045,192.136,42
231.125,192.625,42
49.864,192.409,42
304.912,193.618,42
442.833,192.611,42
453,193.214,42
462.4,192.8,42
608.115,192.885,42
128.2,194.2,42
221.794,194.265,42
321.147,194.029,42
431.136,193.591,42
137.5,194.929,42
347,195,42
372.5,194.667,42
634.033,195.633,42
147.25,195.583,42
294.735,196.735,42
211.75,196.938,42
330.088,197.382,42
617.286,196.857,42
153.625,197.625,42
200.577,198.192,42
285,198,42
355.885,198.115,42
24.4,198.8,42
34.4,198.8,42
160.033,199.633,42
169.312,199.125,42
178.967,199.367,42
188.423,199.269,42
313.367,198.967,42
194.643,200.071,42
237.5,200.125,42
44.833,200.611,42
55.864,200.955,42
228.071,201.5,42
247,201.5,42
259.864,200.409,42
339.367,200.967,42
626.367,200.967,42
290.875,202.125,42
366.136,202.045,42
437.917,201.75,42
448,201.786,42
609.5,202.071,42
132.583,203.333,42
142.033,203.633,42
219.312,203.188,42
305.286,202.857,42
322.812,203.375,42
151.786,204,42
348.192,204.423,42
635.214,205,42
158.214,205.643,42
296.633,206.033,42
618.423,205.962,42
164.929,207.5,42
174.033,207.633,42
184.125,207.5,42
193.875,207.062,42
203.5,207.062,42
267,207,42
331.429,206.643,42
224,207.5,42
253.786,208,42
287,207.786,42
314.265,208.735,42
358.038,207.654,42
386.045,208.136,42
245.125,210.25,42
340.5,210.5,42
601.633,210.033,42
627.367,210.167,42
610.967,211.367,42
146.682,212.318,42
156.786,212,42
228.1,212.1,42
304.577,212.192,42
367.633,212.033,42
135.654,212.962,42
219.192,212.962,42
324,213.278,42
209.382,214.088,42
350.25,213.917,42
635.643,214.429,42
189.441,215.206,42
199.125,215.312,42
261.167,214.75,42
619.367,214.967,42
170.5,216.5,42
180,215.786,42
295.1,216.1,42
606,215.5,42
252.167,217.367,42
243,218.812,42
233.9,219.9,42
601.143,219.714,42
628,219.786,42
214.875,221.75,42
224.5,221,42
610.714,220.857,42
268.167,222.25,42
591.731,221.731,42
205.367,222.967,42
185.633,224.033,42
258.5,224.5,42
636,223.786,42
166.269,225.115,42
176.038,224.654,42
619.605,225.079,42
248.962,226.346,42
239.5,227.9,42
430.833,226.611,42
230.071,228.5,42
220.714,229.714,42
422.5,229.3,42
628.265,229.265,42
181.5,229.5,42
210.929,230.5,42
597,230,42
611.25,230.125,42
428.611,233.167,42
588.214,233,42
636.233,233.433,42
187.5,234,42
227.222,234.389,42
255,234,42
532.962,233.654,42
620.143,234.714,42
121.921,235.395,42
177.333,234.583,42
244.967,235.367,42
508.833,235.583,42
603.885,236.115,42
235.429,236.643,42
612.033,239.633,42
628.714,238.857,42
224.75,240.167,42
518,239.786,42
595.214,240,42
527.5,242,42
586.318,242.318,42
537.083,242.75,42
185.654,244.038,42
620.5,244,42
243.269,245.192,42
603.794,245.441,42
65.357,248.571,42
76.038,247.654,42
512.75,248.167,42
628.633,248.033,42
595.42,249.94,42
612.5,248.929,42
522,249.786,42
531.5,250.5,42
540.967,251.367,42
586.423,251.962,42
620.5,253.062,42
637.083,252.917,42
567.115,254.269,42
468.318,254.682,42
603.367,254.967,42
81.214,256,42
91.5,255.5,42
494,255.786,42
577,256.214,42
506,256.786,42
516.167,257.367,42
628.875,257.5,42
70.409,257.864,42
525.885,258.115,42
612.115,258.115,42
477.5,258.5,42
535.214,259,42
595.115,259.115,42
392,259.5,42
545.115,260.269,42
571.3,260,42
461.633,262.033,42
486.115,261.885,42
555,262.214,42
620.5,262.333,42
636.885,262.5,42
98.885,263.115,42
492.625,262.625,42
603.543,263.63,42
87.917,264.25,42
499.367,263.833,42
565.083,263.667,42
587.083,264.417,42
470.577,265.038,42
510.885,265.115,42
78.5,266,42
519.885,266.115,42
575.083,265.75,42
529.367,266.967,42
628.577,267.038,42
68.409,267.864,42
454.682,268.318,42
539.214,267.929,42
612.731,267.885,42
399.115,269.115,42
479.5,268.929,42
549,269,42
595.583,268.667,42
486.071,269.786,42
492,269.786,42
105.423,271.038,42
416.333,271.5,42
504.033,271.633,42
558.682,270.682,42
94.5,271.7,42
463.367,272.167,42
621,272.214,42
636.857,272.071,42
568.167,273,42
604.577,273.038,42
84.962,273.654,42
513.5,274.125,42
524.033,274.633,42
41.227,275.318,42
75.577,275.192,42
248.864,274.955,42
407.115,275.115,42
448.423,275.269,42
472.318,274.682,42
533.167,275.433,42
6,275.786,42
542.833,276.417,42
65.115,277.115,42
118.3,277.2,42
484.633,276.967,42
612.967,277.367,42
628.885,277.115,42
52.682,277.773,42
424,277.786,42
509.458,279.167,42
552.25,277.917,42
596,277.786,42
100.417,279.667,42
257.864,278.409,42
267.5,278.667,42
398.033,279.633,42
440.033,279.633,42
456.714,279.714,42
494.115,279.115,42
139.3,279.5,42
604.548,279.929,42
90.808,281.423,42
241,281,42
414.967,281.367,42
561.5,280.5,42
503,282,42
518.115,281.885,42
110.115,282.885,42
388.967,283.367,42
465.688,282.812,42
476.967,283.367,42
527.962,283.346,42
250.167,284.25,42
431.1,283.9,42
448.071,284.5,42
537.115,284.269,42
8.269,285.115,42
80.119,285.214,42
130.885,285.115,42
148.167,284.389,42
406,284.786,42
546.143,285.571,42
618.714,285.071,42
635.864,284.409,42
608.731,285.885,42
337.917,287.25,42
422.7,287.233,42
510.857,287.286,42
599.333,286.583,42
259.633,288.033,42
269.286,288.286,42
50.5,288.5,42
396.885,289.115,42
439,289,42
456.033,289.633,42
496.577,288.808,42
503.5,288,42
0.944,290.722,42
16.885,290.115,42
117.269,290.423,42
140.038,289.654,42
241.286,290.857,42
253.3,290.1,42
413.75,290.875,42
521.731,290.577,42
35.269,292.423,42
531.382,292.088,42
107.864,292.409,42
388.167,293.25,42
430.233,293.167,42
540.714,293.071,42
131.962,294.423,42
149.083,294.417,42
404.885,294.115,42
447.1,293.9,42
504.115,294.115,42
592,294,42
8.967,295.367,42
233,295,42
247.5,295.7,42
463.75,294.875,42
611.5,294.929,42
255.633,296.033,42
513.885,295.885,42
601.885,295.885,42
26.389,296.611,42
44.318,296.682,42
221.731,296.577,42
265,297,42
421.5,296.875,42
123.286,298.571,42
437.633,298.033,42
519.222,299.722,42
396,298.786,42
454.885,299.115,42
526.125,299.5,42
18,299.786,42
140.286,299.929,42
412.214,300,42
634.583,299.917,42
1.3,301,42
114,300.5,42
535.367,300.967,42
239.269,302.423,42
429.286,302.286,42
545.4,301.7,42
228.875,303.75,42
386,303,42
446,303,42
130.885,304.269,42
249.786,304,42
403.633,304.033,42
613.885,304.115,42
9.7,304.7,42
259.5,304.929,42
462.5,305.5,42
512.088,305.382,42
623.5,304.5,42
27.227,306.318,42
218.682,306.318,42
419.9,305.9,42
44.25,306.833,42
148.038,306.654,42
436.912,307.618,42
521.115,307.115,42
121.269,308.423,42
394.346,308.038,42
453.633,308.033,42
18.633,308.967,42
138.417,309.667,42
530.714,308.857,42
1.885,309.885,42
235.233,310.7,42
410.9,309.9,42
540,309.786,42
618.885,309.885,42
631.885,309.885,42
244.265,311.794,42
426.967,311.367,42
36,311.5,42
445.125,312.375,42
129.033,313.633,42
225.633,312.833,42
254.346,312.962,42
11,313.5,42
402.115,313.885,42
506,313.786,42
515.367,314.167,42
27.115,315.115,42
264.038,314.654,42
418.143,315.714,42
462.167,315,42
475.9,314.9,42
558.955,314.864,42
614.045,315.136,42
624.045,315.136,42
524.571,316.643,42
43.115,317.115,42
146.167,317,42
435,316.786,42
452.875,317.75,42
486.071,317.5,42
534.071,317.5,42
18.562,318.25,42
110.038,318.654,42
137,319,42
410.033,319.633,42
498,319,42
3.7,318.9,42
119.633,320.033,42
239.5,320,42
248.5,320.071,42
583.346,320.038,42
34.714,321.071,42
230.033,321.633,42
426.312,321.125,42
221,322.214,42
257.885,321.885,42
443.9,321.9,42
469.857,322.357,42
13,322.7,42
128.429,322.857,42
522.5,323,42
618.714,323.071,42
629.654,322.577,42
437.75,323.5,42
460.577,324.192,42
479.1,324.1,42
515.9,323.3,42
528.962,324.808,42
554.038,323.654,42
563.25,323.917,42
609.346,324.423,42
25.333,324.583,42
208.714,325.714,42
417.633,324.967,42
491,325.214,42
134,325.5,42
572.25,325.917,42
600,326,42
42.115,326.885,42
274.346,326.962,42
432.912,327.618,42
451.618,326.912,42
537.9,326.9,42
5.643,328.429,42
112.654,328.038,42
139.633,328.033,42
244.808,328.577,42
264.786,328,42
425.767,329.133,42
499.633,328.033,42
590.115,327.885,42
122.033,329.633,42
235.5,328.875,42
473.5,328,42
15.111,330.833,42
32.962,330.346,42
216.917,330.667,42
253.633,330.033,42
485.5,331,42
521.1,330.033,42
565.786,329.5,42
580.962,329.654,42
624.423,330.192,42
636.038,329.654,42
185.917,331.25,42
226.633,330.967,42
441.9,330.9,42
467.773,331.227,42
131,332,42
509.056,332.056,42
549.885,332.115,42
559.633,332.033,42
615.167,332.033,42
458.735,333.441,42
477.115,333.115,42
574.667,332.333,42
606.033,333.367,42
24.5,333.5,42
149.633,334.033,42
421.367,334.033,42
435.773,333.773,42
492.654,334.423,42
531.1,334.1,42
596.5,334.5,42
102.885,335.115,42
205.633,334.967,42
270.269,335.731,42
279.917,335.25,42
569.115,334.885,42
40.3,336.433,42
193.885,335.885,42
260.5,336.5,42
450,335.786,42
541.25,335.875,42
7.938,337.75,42
31.978,337.457,42
166.714,337.857,42
242.833,337.633,42
429.853,337.441,42
501.633,336.967,42
587.367,336.967,42
630.857,337.286,42
122.233,338.5,42
140,337.786,42
233.062,337.938,42
251.5,338.071,42
516.286,337.929,42
577.929,338.286,42
213.912,339.382,42
223.286,339.071,42
621,339.214,42
17.25,340.562,42
183.367,340.167,42
413.833,340.233,42
438.9,339.9,42
464.967,340.367,42
131.438,341.125,42
157.286,340.857,42
482.967,341.367,42
525.136,340.591,42
552.6,340.6,42
561.885,341.115,42
611.633,340.833,42
207.5,341,42
474.25,342.333,42
509.633,342.033,42
534.967,342.633,42
602.214,342,42
26.577,343.038,42
147.5,343.265,42
201,343,42
455.75,342.875,42
1.881,344.881,42
97.633,344.033,42
174.5,344.071,42
266.038,344.346,42
275.633,344.033,42
492.286,343.929,42
544.333,344.5,42
570.75,344.167,42
593,344.214,42
636.333,344.5,42
191.115,345.115,42
257.083,344.75,42
388.318,344.682,42
446.857,345.286,42
116.214,346,42
229,346.214,42
238.214,346,42
247.3,345.7,42
399.1,346.433,42
501.167,346.033,42
584,345.786,42
627.286,346.286,42
10.633,346.967,42
138.885,347.115,42
165,347,42
209.132,347.763,42
218.967,347.367,42
516.2,348.2,42
576.75,348.167,42
617.633,348.033,42
20.071,349.5,42
154.3,349.7,42
528.929,349.5,42
608.033,349.633,42
127.5,350,42
183.5,350,42
290.045,350.136,42
392.625,349.625,42
411.885,350.115,42
439.143,350.357,42
467.5,349,42
485.962,350.423,42
562.577,350.192,42
198.033,351.633,42
421,351.5,42
477,350.7,42
538,351.5,42
599.115,351.115,42
91.429,352.357,42
280.5,352.071,42
455.633,352.033,42
508.389,352.167,42
28.5,352.5,42
101,353,42
110.375,353.125,42
145.5,352.875,42
172.967,353.367,42
252.967,353.367,42
262.214,353,42
430.088,353.382,42
494.864,352.955,42
571.143,353.357,42
4.1,353.9,42
38.2,353.9,42
224.967,354.633,42
233.885,354.115,42
243.633,354.033,42
376.423,353.962,42
386.38,354.46,42
547.115,353.885,42
580.5,354.333,42
590.115,354.269,42
633,353.786,42
13.265,355.794,42
119.618,354.912,42
395.875,355.312,42
446.714,355.571,42
623.786,355,42
136,355.786,42
161.786,356,42
189.633,356.033,42
205.735,356.676,42
214.962,355.654,42
521.9,355.9,42
405.286,356.857,42
556.214,357,42
614.967,357.367,42
47,357.786,42
439.214,358,42
531.433,358.233,42
22.269,358.885,42
67,359.5,42
113.9,358.5,42
152.214,359,42
180.1,359.1,42
414.857,359.286,42
127.382,359.794,42
276.5,360.5,42
286.115,359.885,42
424.3,360.7,42
478.382,359.912,42
495,359.5,42
502.038,359.654,42
513.618,359.853,42
540,360,42
565.115,360.269,42
629.5,359.5,42
31.633,360.967,42
56.071,361.5,42
78.423,360.808,42
168.967,361.367,42
197.75,360.875,42
258,361.214,42
267.367,360.967,42
488.167,360.389,42
596.75,361.083,42
89.786,362,42
99.25,362.125,42
108.833,362.233,42
143.382,362.088,42
230.071,362.5,42
239.367,362.167,42
248.9,361.9,42
370.318,362.318,42
433.633,362.033,42
461.278,362,42
574.654,362.269,42
220.633,362.967,42
380.115,362.885,42
390,362.786,42
451.714,363.071,42
470.125,363.5,42
585.5,363.5,42
40.571,364.357,42
118,363.786,42
211.25,364.125,42
399.25,364.125,42
442.5,363.7,42
549.625,363.375,42
624.318,364.318,42
14.667,364.333,42
134.5,365.382,42
159.5,364.5,42
187.556,365.278,42
408.438,365.688,42
524.5,365,42
557.885,366.115,42
633.885,365.731,42
176.071,367.5,42
418.033,367.633,42
496.25,366.5,42
507.367,366.967,42
534.071,367.5,42
615.333,366.583,42
24.962,367.654,42
62.2,368.2,42
72,367.786,42
150.786,368.143,42
203.233,368.7,42
55.833,368.667,42
83.367,368.967,42
125.9,368.8,42
262.967,369.367,42
271.929,369,42
281.864,368.409,42
428,369.5,42
477.214,368.5,42
516.833,368.611,42
567.577,369.115,42
2.5,370.071,42
94.5,370.233,42
104,370.214,42
235.214,370.571,42
244.5,370.071,42
253.9,369.9,42
471.333,369.167,42
594.318,370.318,42
33.9,370.9,42
142.125,371.25,42
166.833,370.611,42
216.875,371.5,42
225.9,370.9,42
374.864,370.955,42
393.25,371.438,42
464.833,370.967,42
542.5,370.9,42
113.227,371.773,42
384.038,371.654,42
455.633,372.033,42
402.633,372.967,42
551.633,372.833,42
627.583,373.083,42
132.318,374.045,42
365.5,373.864,42
411.767,374.567,42
472.2,376.1,42
501.667,373.5,42
527.5,374,42
157.864,374.409,42
188.5,375,42
636.731,374.654,42
9.038,376.577,42
76.731,375.885,42
198.071,376.5,42
208.5,376.071,42
421.367,376.5,42
511.9,375.9,42
560.682,375.773,42
26.714,377.071,42
87.833,376.767,42
148.929,377.5,42
174.167,376.583,42
258.912,377.618,42
268.071,377.5,42
277.214,377,42
536.1,377.1,42
64.962,377.885,42
214.9,377.7,42
240.143,378.429,42
249.633,378.033,42
357.346,378.038,42
371.591,377.864,42
492.5,377.1,42
121.5,378,42
221.767,378.9,42
231.167,378.967,42
460.967,379.367,42
0.929,379.786,42
35.206,380.265,42
108.25,379.938,42
139.25,380.125,42
377.9,379.9,42
387.125,380.375,42
396.5,380.233,42
450.75,380.167,42
519.917,380.25,42
545.1,379.9,42
46.5,380.5,42
165.083,380.75,42
194.763,381.974,42
405.75,381.938,42
505.115,382.577,42
623.409,381.682,42
16.115,382.885,42
129.367,382.967,42
366.786,383,42
415.278,383.444,42
528.967,383.367,42
554.038,382.654,42
633,382.7,42
155.75,383.938,42
204,383.786,42
213.25,383.917,42
52.125,385.25,42
76.885,385.115,42
189,385,42
273.071,385.286,42
282.577,385.038,42
349.083,385.25,42
424.033,385.633,42
468.5,384.929,42
477.618,384.912,42
486.967,385.367,42
7.5,386,42
25,386.214,42
42.633,386.033,42
67.5,385.5,42
119.9,386.5,42
146.5,386.5,42
220.1,385.7,42
236.033,386.633,42
245.324,386.324,42
254.25,385.917,42
264.667,385.167,42
513.5,386.125,42
538,386.214,42
100.75,387.083,42
226.731,387.269,42
358.857,387.286,42
399.75,387.062,42
434.033,387.633,42
462.1,386.3,42
374.318,388.318,42
445.643,388.143,42
455.786,388,42
33.875,389.688,42
110.714,389.071,42
136.967,389.367,42
384,388.786,42
522.033,389.633,42
547.553,389.868,42
162.786,390,42
196.857,389.786,42
393,390,42
626.8,390.4,42
634,389.5,42
209.083,391.417,42
409.286,390.857,42
17.5,392.071,42
79.5,391.625,42
127.654,392.269,42
218.045,392.136,42
505.9,391.9,42
154.143,393.214,42
268.833,393.633,42
278.167,393.367,42
288.143,393.214,42
366.214,393,42
418.233,393.433,42
463.714,392.714,42
473,393.214,42
531.214,393,42
47.25,394.125,42
93.5,394,42
250.167,394.233,42
378.9,393.7,42
401.071,394.714,42
427.833,394.233,42
482.167,394.233,42
492.045,393.682,42
498.9,392.7,42
556,394,42
6.167,395.367,42
26.324,395.559,42
145.143,396.714,42
231.367,394.967,42
240.929,394.857,42
259.5,394.722,42
298.038,395.115,42
349,395,42
514.714,395.571,42
224.167,396.417,42
539.786,396,42
358.125,397.5,42
443.5,397.735,42
633.864,396.409,42
20.643,398.071,42
70,397.786,42
192.5,398.5,42
373.885,397.885,42
383.318,398.045,42
508,397.7,42
565.5,397.5,42
162.033,399.633,42
202,398.5,42
393.115,399.115,42
467.75,398.875,42
499.577,398.808,42
524.038,398.654,42
548.3,399.767,42
208.667,399.5,42
409.633,400.033,42
15,401.214,42
41.286,401.071,42
59.7,400.5,42
218.029,401.147,42
273.735,401.324,42
283.45,401.6,42
434.967,401.367,42
246.033,402.633,42
255.125,402.375,42
264.367,402.033,42
352.625,401.375,42
474.786,402,42
490.885,402.115,42
532.136,402.045,42
153.5,403.147,42
227.214,403,42
236.625,403.125,42
292.967,403.367,42
366.214,403,42
378.7,403,42
23.643,404.143,42
50.115,403.885,42
401.367,404.167,42
507.382,404.088,42
516.643,404.571,42
638.9,403.7,42
6.192,405.423,42
32.812,405.312,42
630.269,405.654,42
66.333,406.5,42
75.885,406.115,42
348.5,406.071,42
417.382,406.088,42
426.5,406.071,42
466.577,406.192,42
541,406,42
191.938,407.75,42
201.375,407.125,42
338.071,407.5,42
357.714,406.714,42
443,407.214,42
482.423,407.269,42
211.633,408.033,42
383.5,407.5,42
498.786,408,42
525.633,408.033,42
181.667,408.417,42
374.885,409.115,42
393.3,408.5,42
408.875,409.75,42
550.033,409.633,42
57.25,410.125,42
221.423,409.962,42
232.643,410.071,42
260.3,410.3,42
269.75,409.938,42
279.167,410.167,42
300.115,409.885,42
328.786,410,42
510.125,409.375,42
15.667,410.417,42
43.333,410.583,42
241.5,411,42
250.611,410.833,42
434.423,411.269,42
458.5,410.5,42
288.786,412,42
310.389,412.167,42
320,411.786,42
351.364,412.909,42
366,412.214,42
474,411.786,42
490,412,42
534,412,42
24.833,413.633,42
164.857,413.286,42
514.714,413.714,42
542.227,412.318,42
558.5,413.333,42
34.233,414.5,42
155,414.214,42
344.192,414.577,42
400.5,414.071,42
441,413,42
449.417,414.333,42
7.269,414.731,42
174.045,415.136,42
196.5,415.9,42
206.033,415.633,42
416.071,415.5,42
425.367,414.967,42
505.5,414.5,42
64.682,416.318,42
186.9,415.9,42
357.5,416.125,42
465.5,416,42
50.714,417.071,42
214.8,416.8,42
335,417,42
382.611,416.833,42
481.773,417.227,42
496.5,417,42
567.7,416.5,42
57.7,416.9,42
226.9,417.7,42
236.333,418.5,42
255.767,418.567,42
264.75,418.167,42
274.136,417.591,42
373.688,418.688,42
522.5,417.5,42
538.786,418,42
546.214,418,42
160.5,418.5,42
246.214,419,42
283.5,419,42
296.152,419.37,42
325.367,418.967,42
392.5,418.5,42
441.367,418.967,42
41.9,420.5,42
306.033,420.633,42
316.115,419.885,42
407.9,419.9,42
456.962,419.885,42
561.3,418.9,42
130.167,420.75,42
146.5,420.667,42
364.962,421.346,42
473.115,421.115,42
532.143,421.214,42
554.577,421.731,42
96.682,422.045,42
350,421.786,42
414.5,422,42
431.633,422.033,42
23.75,422.875,42
58.1,423.1,42
164.833,422.767,42
182.033,423.633,42
191.938,423.75,42
399,423.5,42
420.962,423.346,42
489.286,422.857,42
515.367,422.967,42
33.167,424.033,42
155.5,423.938,42
202,424,42
341,424,42
211.333,425.222,42
448.75,425.083,42
464.269,425.654,42
539.794,425.441,42
563.346,424.962,42
49.214,426.571,42
231,426.214,42
269.633,426.033,42
332.167,425.583,42
380.214,426,42
138.269,427.115,42
240.885,426.885,42
251,427.214,42
260.367,426.967,42
289.286,426.857,42
389.567,426.767,42
480.591,426.773,42
524.038,426.654,42
160.9,427.7,42
295.375,427.375,42
312.071,428.5,42
321.885,428.115,42
357.583,427.75,42
371.571,428.214,42
412.5,428.071,42
497.5,427.5,42
301.633,428.833,42
438.318,428.682,42
548.577,428.808,42
572,429.214,42
40.286,429.929,42
147.433,430.233,42
427.083,430.417,42
532.423,430.654,42
175.9,430.9,42
186.875,431.5,42
196.875,431.75,42
349.25,431.062,42
472,430.786,42
166,431.786,42
404,431.786,42
557.25,432.167,42
31.167,433.25,42
56.167,432.75,42
66.038,432.654,42
156.864,432.955,42
206.1,432.9,42
340,433,42
489.667,432.417,42
516.167,432.583,42
580.833,432.611,42
215.1,434.4,42
294.192,434.577,42
394.967,434.367,42
92.045,434.682,42
225.136,434.591,42
234.233,435.167,42
246,434.786,42
284.857,435.286,42
363.667,434.417,42
385.367,434.967,42
445.864,434.409,42
541,434.786,42
47.633,436.033,42
125.5,435.5,42
259.286,436.286,42
300.9,435.3,42
307.367,436.5,42
331,435.5,42
375.885,435.885,42
463.4,435.7,42
501.115,436.269,42
524.962,436.346,42
565.917,436.25,42
316.346,436.962,42
420.1,436.8,42
355.395,437.921,42
369.5,438.167,42
410.75,438.167,42
433.346,438.115,42
549.633,438.033,42
172.033,439.633,42
181.367,438.967,42
191.4,439.45,42
323,438.9,42
346.375,439.875,42
38.423,439.731,42
533.731,440.269,42
162.167,440.767,42
200.5,441,42
210.033,441.633,42
402.4,440.8,42
574.955,440.864,42
54.318,442.318,42
219.5,442.233,42
299.633,442.033,42
337.25,442.125,42
390.083,442.5,42
558,442,42
29.367,442.967,42
153.083,442.75,42
229,443,42
290.071,442.643,42
381.206,443.794,42
328,444,42
362.071,444.5,42
371.731,444.269,42
542,444,42
