3.029,1.324,173.214,0.929,235,1,275,0.833,330.667,1.333,477.067,3.033,519.7,0.9,598.955,2.318,607.062,1.812,635.167,1.389
3.883330282,2.128919783,174.131265,1.596655681,234.5209689,1.246614452,275.8099583,0.277900191,330.2054006,0.987003964,476.5759133,3.420512373,519.8915662,-0.081184622,599.729843,1.328559673,606.3420863,2.319945986,634.2854009,2.336793604
4.040408633,1.552584272,174.5038365,2.312965639,233.933144,1.799736895,276.7711524,1.084883695,330.3416363,0.18090593,477.0667081,3.997918316,519.5426613,-0.837547507,599.767958,2.255288926,607.081321,1.496246722,635.227637,2.295588673
4.537958004,2.033347935,173.8635035,2.331248723,234.0588585,2.34868719,276.5783378,0.675330037,330.2159381,-0.146361003,476.2718425,3.632759673,520.3738939,-0.680339712,600.1470158,2.130811693,606.7015493,1.580014236,635.1198122,1.365211374
4.392052035,1.925533518,174.6335541,2.985963659,233.6270464,1.542727068,276.7289064,0.777163436,329.4073367,-0.644388941,476.9439871,4.170800761,520.7694582,-1.399744355,600.5477844,2.622166164,606.6495364,2.384456759,634.9679085,0.957761408
4.247995171,2.604069643,174.1416983,3.836598704,234.3769493,1.35364377,276.8522779,0.065716187,330.3381162,-0.54322163,477.1785956,4.811611768,521.5450692,-0.986519242,600.1401093,3.247658969,606.0897116,1.484849235,634.1383671,0.805558452
4.601791516,2.579846136,174.1526692,3.458690426,234.4314951,0.788587418,276.2368991,0.414261741,331.0658366,0.03292051,476.6338104,4.574272827,521.084206,-1.368403445,600.8918318,3.013918662,606.412139,2.145999966,633.2149061,1.591217648
4.270494021,2.61354551,173.9421871,3.376387304,234.116289,1.642824061,276.9283141,0.055277035,330.8031432,-0.923695869,476.2717307,5.084935032,521.3036288,-1.162719835,600.3123869,2.706966737,605.7241108,2.138361326,633.4362329,1.295456527
4.478973798,3.378826728,174.9101878,3.844209102,233.2242096,1.292494625,276.5952111,0.302838188,329.9852408,-0.586836577,476.9946458,5.661492501,521.3479913,-1.187106749,600.9809245,1.91172749,606.1147736,1.707216575,634.1642231,0.824887698
3.840765827,2.638212066,174.1401502,3.64131115,232.3643794,0.328492408,277.3619785,0.951248315,330.2015536,-0.082472149,477.9544536,5.627488866,521.418001,-0.900325996,600.4039772,1.362933156,605.8599855,0.755372941,634.1840609,0.539312
3.132799369,2.686461667,174.0115157,4.340360825,232.0802362,-0.469064637,278.1431639,1.114511301,329.539868,-0.958966826,477.380076,4.76310714,520.9066379,-0.267448604,599.8312652,1.176082579,604.9132812,1.067592778,635.1824334,-0.278948898
3.710248145,2.644321892,175.0014581,4.032409343,231.8273153,-0.964960231,277.7921272,0.243712754,328.9781511,-0.78534965,478.3395819,4.165396476,520.5103435,-0.670599374,598.8559342,0.782487613,605.5061974,0.342716672,635.38445,0.516087204
3.812075071,2.72582017,174.0601054,4.204469095,231.4566892,-0.143759146,278.5450081,0.753262994,328.9195097,-1.195050655,477.4453571,4.104686169,521.4078049,-1.41352346,598.9230755,0.921412841,606.324955,-0.103440145,634.5470037,0.162309354
3.578112825,2.466843914,173.7025652,4.919666682,230.4819792,-0.935848033,278.1698675,0.856702509,329.252399,-0.517005458,477.5742121,4.340506404,521.728911,-1.287916293,598.1586398,0.122358159,605.3985564,0.340345867,633.9062009,0.211164862
3.284952216,2.731451973,172.7554161,5.680605799,231.1061283,-0.753232156,277.7131657,1.056223561,330.0945632,-1.465475559,477.2537732,5.019731925,521.5863931,-1.754717508,598.3709194,-0.030796704,606.129596,-0.320214972,634.5699023,0.901956822
3.593432844,1.763121693,172.4578738,5.160288347,230.1831519,-0.302310409,277.1349155,1.956266974,330.0531954,-1.515609915,476.8806931,4.857527758,520.7540967,-2.378569066,598.2364177,-0.929896347,607.0149178,-0.338583185,633.7490885,0.980972472
3.227094825,0.967899191,171.6689932,5.760908843,230.8303073,-1.123218084,277.6475499,1.297608101,330.7663312,-1.398446814,476.6048068,5.465710843,519.7544817,-3.319598829,598.1751341,-1.476357271,606.6560862,-0.337576458,633.7797643,1.534286984
3.823747546,0.223226417,170.7588945,4.898230125,230.2995943,-2.051171999,277.2765927,0.717678012,331.4074609,-1.657272997,476.8452268,5.321683615,519.1951227,-3.097565806,597.5540339,-1.023707807,606.5920271,-1.141551033,633.6208761,2.429076573
3.692765542,0.795548005,170.1129972,4.563192945,231.1543849,-2.688893282,276.5802458,0.500095823,332.3598971,-1.002049723,476.8582571,6.129323361,520.057232,-3.578587937,598.2356177,-1.26467107,606.5530528,-0.42453701,633.4848266,1.665437494
3.13280951,1.269660773,170.2372161,4.902299635,230.7321042,-3.215087342,277.1263044,-0.446668142,331.8710384,-1.958400457,475.978301,6.905336698,519.2484443,-3.748053766,598.9337177,-0.535458387,605.57864,-0.378110324,632.5750056,1.490064111
2.459867877,2.031057537,169.4511009,5.872054984,230.2171268,-3.158982428,276.6434825,-0.890820512,331.1854667,-2.25617167,475.4748612,7.590317907,518.6529966,-3.678300791,598.2642634,-0.489954663,605.851563,-0.753153647,632.0959104,2.435088548
1.908640857,2.382069708,170.3682892,5.076431238,229.3074209,-3.533600217,276.8272119,-1.848912883,332.0909007,-2.84486882,474.6305849,7.734598383,518.5178928,-3.586620805,598.0504799,0.115034143,604.9117703,-1.71878885,631.1217452,3.222741542
